P1	Hybrid	P2	Zscore	Pvalue	Gamma	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15
Xalvarezi	Xclemenciae_F2	Xmayae	7.01732	1.1382e-12	-0.00953311	2.9748e+06	13434.7	101199	283842	3563.25	1.00194e+06	30058	8339.38	27661.5	1.91262e+06	7102.25	49995.5	43177.4	565741	2736.75
Xalvarezi	Xmayae	Xclemenciae_F2	7.08359	7.07101e-13	0.00926805	2.9748e+06	101199	13434.7	283842	3563.25	1.00194e+06	27661.5	49995.5	30058	1.91262e+06	43177.4	8339.38	7102.25	565741	2736.75
Xalvarezi	Xclemenciae_F2	Xmeyeri	15.8823	0	0.0241195	2.89047e+06	86307.9	81095.8	265116	8027.25	943571	30972.4	31426.6	36759.4	1.84038e+06	35886	36621.2	31889.6	521448	2962.5
Xalvarezi	Xmeyeri	Xclemenciae_F2	15.4898	0	-0.0260009	2.89047e+06	81095.8	86307.9	265116	8027.25	943571	36759.4	36621.2	30972.4	1.84038e+06	31889.6	31426.6	35886	521448	2962.5
Xalvarezi	Xclemenciae_F2	Xmilleri	36.0015	0	0.109158	2.60963e+06	343266	57880.8	208687	16020	774755	60149.4	99415	78350.4	1.62839e+06	134628	22183.5	22691.1	401396	3349.25
Xalvarezi	Xmilleri	Xclemenciae_F2	31.5901	0	-0.162311	2.60963e+06	57880.8	343266	208687	16020	774755	78350.4	22183.5	60149.4	1.62839e+06	22691.1	99415	134628	401396	3349.25
Xalvarezi	Xclemenciae_F2	Xmonticolus	39.0242	0	0.166874	2.47573e+06	464036	42633.4	180952	19621.5	685928	74157	134854	95548	1.52718e+06	179262	13759	15617.6	338462	3019.12
Xalvarezi	Xmonticolus	Xclemenciae_F2	31.2077	0	-0.334165	2.47573e+06	42633.4	464036	180952	19621.5	685928	95548	13759	74157	1.52718e+06	15617.6	134854	179262	338462	3019.12
Xalvarezi	Xclemenciae_F2	Xmontezumae	18.4836	0	0.0350229	2.84233e+06	127172	78424.6	244998	8985.62	898057	38549.1	47533.6	46041.9	1.78965e+06	55497.8	34672.9	31076.2	480513	2998.75
Xalvarezi	Xmontezumae	Xclemenciae_F2	17.8127	0	-0.0391347	2.84233e+06	78424.6	127172	244998	8985.62	898057	46041.9	34672.9	38549.1	1.78965e+06	31076.2	47533.6	55497.8	480513	2998.75
Xalvarezi	Xclemenciae_F2	Xmultilineatus	22.382	0	0.0346154	2.88307e+06	93260.1	80944.4	263492	8461.75	941092	31349.7	32187.2	39673.5	1.83189e+06	40116.6	37358.4	32047.1	517863	2971
Xalvarezi	Xmultilineatus	Xclemenciae_F2	21.5794	0	-0.0386266	2.88307e+06	80944.4	93260.1	263492	8461.75	941092	39673.5	37358.4	31349.7	1.83189e+06	32047.1	32187.2	40116.6	517863	2971
Xalvarezi	Xclemenciae_F2	Xnezahuacoyotl	20.5235	0	0.039776	2.7997e+06	168956	71059	247270	11555.1	886213	40640.1	54761.8	49199.4	1.77293e+06	66538.9	30270.4	28228.8	482584	3128.38
Xalvarezi	Xnezahuacoyotl	Xclemenciae_F2	19.6733	0	-0.0451656	2.7997e+06	71059	168956	247270	11555.1	886213	49199.4	30270.4	40640.1	1.77293e+06	28228.8	54761.8	66538.9	482584	3128.38
Xalvarezi	Xclemenciae_F2	Xnigrensis	45.1576	0	0.146448	2.54636e+06	408485	67159.6	207332	13952.2	765768	66712.2	107694	90838.9	1.60403e+06	152356	28505.1	28033.4	401223	3569
Xalvarezi	Xnigrensis	Xclemenciae_F2	37.4097	0	-0.261207	2.54636e+06	67159.6	408485	207332	13952.2	765768	90838.9	28505.1	66712.2	1.60403e+06	28033.4	107694	152356	401223	3569
Xalvarezi	Xclemenciae_F2	Xpygmaeus	22.9752	0	0.0312928	2.93352e+06	48143.9	90046.8	272930	5926	974836	26694.8	19103.5	34649.1	1.87031e+06	22730.5	44467.5	35740.9	539127	2913.88
Xalvarezi	Xpygmaeus	Xclemenciae_F2	22.233	0	-0.0345349	2.93352e+06	90046.8	48143.9	272930	5926	974836	34649.1	44467.5	26694.8	1.87031e+06	35740.9	19103.5	22730.5	539127	2913.88
Xalvarezi	Xclemenciae_F2	Xsignum	13.8082	0	-0.0217432	2.93958e+06	40231.4	92060.1	266200	5080.38	958003	33766.2	23302.9	28819.9	1.87584e+06	17460.2	41273.2	38601.2	528674	2576.62
Xalvarezi	Xsignum	Xclemenciae_F2	14.102	0	0.0204117	2.93958e+06	92060.1	40231.4	266200	5080.38	958003	28819.9	41273.2	33766.2	1.87584e+06	38601.2	23302.9	17460.2	528674	2576.62
Xalvarezi	Xclemenciae_F2	Xvariatus	15.5491	0	0.0320872	2.83575e+06	131442	79970.1	237012	8489	883112	41442.6	52647.6	47925.9	1.7773e+06	59032.9	35967.2	31586.9	464864	2967.25
Xalvarezi	Xvariatus	Xclemenciae_F2	15.0336	0	-0.035505	2.83575e+06	79970.1	131442	237012	8489	883112	47925.9	35967.2	41442.6	1.7773e+06	31586.9	52647.6	59032.9	464864	2967.25
Xalvarezi	Xclemenciae_F2	Xxiphidium	38.7934	0	0.643969	2.23925e+06	684793	49116.8	127738	19170.5	553205	103607	190944	147254	1.32872e+06	278832	16362.4	18790.9	237510	3831.12
Xclemenciae_F2	Xalvarezi	Xxiphidium	-17.3457	1	-4.22869	2.23925e+06	684793	553205	103607	190944	49116.8	127738	19170.5	147254	1.32872e+06	278832	16362.4	237510	18790.9	3831.12
Xalvarezi	Xcontinens	Xcortezi	12.3519	0	-0.0186421	2.91438e+06	84920.4	58305.6	270427	5577.75	957268	32576.9	40555	28224.1	1.85034e+06	33183.1	24462.8	25928.6	525046	2091.75
Xalvarezi	Xcortezi	Xcontinens	12.5779	0	0.0176547	2.91438e+06	58305.6	84920.4	270427	5577.75	957268	28224.1	24462.8	32576.9	1.85034e+06	25928.6	40555	33183.1	525046	2091.75
Xalvarezi	Xcontinens	Xcouchianus	3.11075	0.000933139	-0.00664258	2.82145e+06	170062	56303	245723	8931.12	895389	45467.5	66190	44146.1	1.77706e+06	67194.2	22536.4	25343.5	479856	3087.5
Xalvarezi	Xcouchianus	Xcontinens	3.13127	0.000870313	0.00651279	2.82145e+06	56303	170062	245723	8931.12	895389	44146.1	22536.4	45467.5	1.77706e+06	25343.5	66190	67194.2	479856	3087.5
Xalvarezi	Xcontinens	Xevelynae	4.67835	1.44763e-06	-0.00709855	2.90842e+06	92771.7	61335.6	271447	7222.38	964869	32894.9	38330.4	31213.4	1.84847e+06	37759.9	25822.6	27495	532727	2873.62
Xalvarezi	Xevelynae	Xcontinens	4.71132	1.23202e-06	0.00695053	2.90842e+06	61335.6	92771.7	271447	7222.38	964869	31213.4	25822.6	32894.9	1.84847e+06	27495	38330.4	37759.9	532727	2873.62
Xalvarezi	Xcontinens	Xgordoni	23.1641	0	0.0595714	2.69204e+06	292964	50176.9	229777	11474.1	844472	54670.4	88375.1	65762.6	1.6899e+06	113204	20221.9	22034.8	446128	3380
Xalvarezi	Xgordoni	Xcontinens	21.6968	0	-0.0725344	2.69204e+06	50176.9	292964	229777	11474.1	844472	65762.6	20221.9	54670.4	1.6899e+06	22034.8	88375.1	113204	446128	3380
Xalvarezi	Xcontinens	Xhellerii	34.444	0	-0.0968818	2.85607e+06	133284	66344.8	231335	6784.38	880648	53794.3	66111.8	38113.1	1.7895e+06	54297.2	24271.8	32515.8	457936	3113.88
Xalvarezi	Xhellerii	Xcontinens	37.4862	0	0.0750646	2.85607e+06	66344.8	133284	231335	6784.38	880648	38113.1	24271.8	53794.3	1.7895e+06	32515.8	66111.8	54297.2	457936	3113.88
Xalvarezi	Xcontinens	Xmalinche_CHIC2	0.77835	0.218181	-0.00112165	2.91557e+06	87199.4	62177.9	277249	5295.75	972579	31408.9	36823.6	31133.5	1.85678e+06	34253.2	29140.9	27380.4	539604	2228.12
Xalvarezi	Xmalinche_CHIC2	Xcontinens	0.779222	0.217924	0.00111789	2.91557e+06	62177.9	87199.4	277249	5295.75	972579	31133.5	29140.9	31408.9	1.85678e+06	27380.4	36823.6	34253.2	539604	2228.12
Xalvarezi	Xcontinens	Xmayae	29.139	0	-0.0390028	2.99761e+06	15724.4	81617.7	291101	3713.75	1.02985e+06	31440.4	11228	21693.1	1.9242e+06	7985	37747.2	39920.9	580875	3230
Xalvarezi	Xmayae	Xcontinens	30.2329	0	0.0349172	2.99761e+06	81617.7	15724.4	291101	3713.75	1.02985e+06	21693.1	37747.2	31440.4	1.9242e+06	39920.9	11228	7985	580875	3230
Xalvarezi	Xcontinens	Xmeyeri	4.13265	1.79405e-05	-0.00611875	2.91251e+06	89289.7	62207	272751	6857.88	969944	31930.2	36030.9	30465.6	1.85265e+06	36140.6	25989.4	28104.2	535536	2910.75
Xalvarezi	Xmeyeri	Xcontinens	4.15778	1.60771e-05	0.00600846	2.91251e+06	62207	89289.7	272751	6857.88	969944	30465.6	25989.4	31930.2	1.85265e+06	28104.2	36030.9	36140.6	535536	2910.75
Xalvarezi	Xcontinens	Xmilleri	21.4757	0	0.0705996	2.62398e+06	353890	46634.3	210552	12826.8	791358	64932.4	109812	75994	1.63468e+06	136780	17232	20915.4	407241	3545.5
Xalvarezi	Xmilleri	Xcontinens	19.8444	0	-0.0895706	2.62398e+06	46634.3	353890	210552	12826.8	791358	75994	17232	64932.4	1.63468e+06	20915.4	109812	136780	407241	3545.5
Xalvarezi	Xcontinens	Xmonticolus	25.1594	0	0.134228	2.48176e+06	483218	39945.2	175894	15523	694421	83581.7	149449	97893.6	1.52554e+06	185370	12946.1	17858.4	337050	3778.25
Xalvarezi	Xmonticolus	Xcontinens	21.2587	0	-0.224718	2.48176e+06	39945.2	483218	175894	15523	694421	97893.6	12946.1	83581.7	1.52554e+06	17858.4	149449	185370	337050	3778.25
Xalvarezi	Xcontinens	Xmontezumae	0.603129	0.273211	0.00102119	2.87036e+06	124493	53874.5	260063	7042.88	931108	35982.2	49979.8	36211.2	1.81032e+06	51887.5	21895.1	23413.8	503366	2195.12
Xalvarezi	Xmontezumae	Xcontinens	0.602513	0.273416	-0.00102432	2.87036e+06	53874.5	124493	260063	7042.88	931108	36211.2	21895.1	35982.2	1.81032e+06	23413.8	49979.8	51887.5	503366	2195.12
Xalvarezi	Xcontinens	Xmultilineatus	3.23859	0.000600671	0.00399403	2.91864e+06	83033.8	48847.5	285605	6982.62	980209	25507.9	31806.9	26550.9	1.8598e+06	32521.8	21771.1	20383	548070	1554.12
Xalvarezi	Xmultilineatus	Xcontinens	3.2256	0.000628599	-0.00404247	2.91864e+06	48847.5	83033.8	285605	6982.62	980209	26550.9	21771.1	25507.9	1.8598e+06	20383	31806.9	32521.8	548070	1554.12
Xalvarezi	Xcontinens	Xnezahuacoyotl	3.3164	0.000455976	0.00592857	2.82616e+06	167754	47985.8	260974	9194.12	915701	39297.1	59245.1	40619.1	1.79162e+06	63356.9	19503.4	21021	502357	2334
Xalvarezi	Xnezahuacoyotl	Xcontinens	3.29663	0.000489327	-0.00603592	2.82616e+06	47985.8	167754	260974	9194.12	915701	40619.1	19503.4	39297.1	1.79162e+06	21021	59245.1	63356.9	502357	2334
Xalvarezi	Xcontinens	Xnigrensis	32.4661	0	0.0961511	2.57472e+06	405548	42352.3	223650	11232.2	795275	64647.1	113402	81561.8	1.62673e+06	146382	18937	18059.1	423760	2620.38
Xalvarezi	Xnigrensis	Xcontinens	29.0124	0	-0.13513	2.57472e+06	42352.3	405548	223650	11232.2	795275	81561.8	18937	64647.1	1.62673e+06	18059.1	113402	146382	423760	2620.38
Xalvarezi	Xcontinens	Xpygmaeus	2.36897	0.00891878	0.00228629	2.97453e+06	32547.7	52580.1	300216	4859	1.01999e+06	18308.3	15450.1	18954.3	1.903e+06	13147	25634.8	22060.6	575450	1074.12
Xalvarezi	Xpygmaeus	Xcontinens	2.36354	0.00905053	-0.00230208	2.97453e+06	52580.1	32547.7	300216	4859	1.01999e+06	18954.3	25634.8	18308.3	1.903e+06	22060.6	15450.1	13147	575450	1074.12
Xalvarezi	Xcontinens	Xsignum	34.4454	0	-0.0545655	2.96171e+06	43032.8	72990.9	272459	5193.75	983551	35541.7	27640.2	23283.1	1.88665e+06	18152.6	30435.2	35192.9	541568	3000.75
Xalvarezi	Xsignum	Xcontinens	36.2276	0	0.0468898	2.96171e+06	72990.9	43032.8	272459	5193.75	983551	23283.1	30435.2	35541.7	1.88665e+06	35192.9	27640.2	18152.6	541568	3000.75
Xalvarezi	Xcontinens	Xvariatus	1.85988	0.0314511	-0.00388424	2.85562e+06	136263	62920	242443	6695	906763	43177.6	58206.9	42406.6	1.78725e+06	59846.1	26293.1	28357.4	475432	2942
Xalvarezi	Xvariatus	Xcontinens	1.86708	0.0309453	0.0038395	2.85562e+06	62920	136263	242443	6695	906763	42406.6	26293.1	43177.6	1.78725e+06	28357.4	58206.9	59846.1	475432	2942
Xalvarezi	Xcontinens	Xxiphidium	33.5174	0	0.63494	2.25353e+06	695426	37879	129465	15943.8	568362	108427	202588	145018	1.33538e+06	280334	12573.6	16448.6	242388	4073.75
Xcontinens	Xalvarezi	Xxiphidium	-14.2465	1	-2.83543	2.25353e+06	695426	568362	108427	202588	37879	129465	15943.8	145018	1.33538e+06	280334	12573.6	242388	16448.6	4073.75
Xalvarezi	Xcortezi	Xcouchianus	6.94736	1.87272e-12	0.0158117	2.79392e+06	166627	79482.3	235418	9604.38	864906	46775.1	61853.1	49805.8	1.75589e+06	66738	34292.5	32141	458532	3069.88
Xalvarezi	Xcouchianus	Xcortezi	6.83574	4.10338e-12	-0.0165991	2.79392e+06	79482.3	166627	235418	9604.38	864906	49805.8	34292.5	46775.1	1.75589e+06	32141	61853.1	66738	458532	3069.88
Xalvarezi	Xcortezi	Xevelynae	6.99411	1.34337e-12	0.0118042	2.8788e+06	91333.1	86511.9	259236	7523.62	930720	35553.8	36027.2	38225.8	1.82494e+06	38031.1	39611.2	35021.2	508021	2914.88
Xalvarezi	Xevelynae	Xcortezi	6.91056	2.42872e-12	-0.0122376	2.8788e+06	86511.9	91333.1	259236	7523.62	930720	38225.8	39611.2	35553.8	1.82494e+06	35021.2	36027.2	38031.1	508021	2914.88
Xalvarezi	Xcortezi	Xgordoni	31.8485	0	0.0857507	2.66679e+06	286962	70790.2	220030	13302	815425	55165.6	82561.1	70628.8	1.66876e+06	112661	30481.9	28764.4	424665	3359.38
Xalvarezi	Xgordoni	Xcortezi	28.8614	0	-0.115451	2.66679e+06	70790.2	286962	220030	13302	815425	70628.8	30481.9	55165.6	1.66876e+06	28764.4	82561.1	112661	424665	3359.38
Xalvarezi	Xcortezi	Xhellerii	24.6255	0	-0.0713795	2.83089e+06	128073	87749.2	223944	8084	854074	54171.8	60560.8	42860.9	1.77156e+06	53280.1	34795.5	38770.6	441914	3098.88
Xalvarezi	Xhellerii	Xcortezi	26.2661	0	0.0587903	2.83089e+06	87749.2	128073	223944	8084	854074	42860.9	34795.5	54171.8	1.77156e+06	38770.6	60560.8	53280.1	441914	3098.88
Xalvarezi	Xcortezi	Xmalinche_CHIC2	11.5317	0	0.0164337	2.89547e+06	76791.4	78384.8	273744	7529.88	949337	29677.8	29673.1	33755.8	1.8432e+06	30626.4	38082.1	31008.5	527369	1884
Xalvarezi	Xmalinche_CHIC2	Xcortezi	11.339	0	-0.0172859	2.89547e+06	78384.8	76791.4	273744	7529.88	949337	33755.8	38082.1	29677.8	1.8432e+06	31008.5	29673.1	30626.4	527369	1884
Xalvarezi	Xcortezi	Xmayae	14.8857	0	-0.0226292	2.96718e+06	15013.9	107522	278017	3935	993696	34589	10218.9	29202.3	1.90019e+06	8005	52822.6	47203.1	554653	3296
Xalvarezi	Xmayae	Xcortezi	15.2151	0	0.0211906	2.96718e+06	107522	15013.9	278017	3935	993696	29202.3	52822.6	34589	1.90019e+06	47203.1	10218.9	8005	554653	3296
Xalvarezi	Xcortezi	Xmeyeri	7.58524	1.66533e-14	0.0126067	2.88247e+06	88170.8	87703	259982	7116.62	934974	34875.8	33980.6	37749.9	1.82827e+06	36710.4	40045.6	35914.2	509729	2939.25
Xalvarezi	Xmeyeri	Xcortezi	7.4884	3.5083e-14	-0.0131022	2.88247e+06	87703	88170.8	259982	7116.62	934974	37749.9	40045.6	34875.8	1.82827e+06	35914.2	33980.6	36710.4	509729	2939.25
Xalvarezi	Xcortezi	Xmilleri	29.7576	0	0.100902	2.59947e+06	347478	66838	202296	14596.2	764689	64963.4	103107	80375.6	1.61516e+06	136124	26621.4	27510.6	388852	3500.62
Xalvarezi	Xmilleri	Xcortezi	26.418	0	-0.144706	2.59947e+06	66838	347478	202296	14596.2	764689	80375.6	26621.4	64963.4	1.61516e+06	27510.6	103107	136124	388852	3500.62
Xalvarezi	Xcortezi	Xmonticolus	32.944	0	0.178117	2.45816e+06	476199	59540.8	169103	17320.6	670344	82978.6	141671	101643	1.50774e+06	184504	21260.2	24247	321677	3770.88
Xalvarezi	Xmonticolus	Xcortezi	25.8045	0	-0.382513	2.45816e+06	59540.8	476199	169103	17320.6	670344	101643	21260.2	82978.6	1.50774e+06	24247	141671	184504	321677	3770.88
Xalvarezi	Xcortezi	Xmontezumae	11.5751	0	0.0210292	2.84319e+06	120717	76713.8	250165	7716.75	899747	37420.4	46457.2	41990.4	1.7895e+06	51030.1	34476.9	29798.9	481836	2104.25
Xalvarezi	Xmontezumae	Xcortezi	11.3265	0	-0.0224452	2.84319e+06	76713.8	120717	250165	7716.75	899747	41990.4	34476.9	37420.4	1.7895e+06	29798.9	46457.2	51030.1	481836	2104.25
Xalvarezi	Xcortezi	Xmultilineatus	14.7254	0	0.0224316	2.88168e+06	88941.2	81369.8	266458	6915.12	940004	31469.1	32298.2	36861.2	1.82898e+06	36824	38358.5	31936	516034	2182
Xalvarezi	Xmultilineatus	Xcortezi	14.3875	0	-0.0240501	2.88168e+06	81369.8	88941.2	266458	6915.12	940004	36861.2	38358.5	31469.1	1.82898e+06	31936	32298.2	36824	516034	2182
Xalvarezi	Xcortezi	Xnezahuacoyotl	13.9955	0	0.0256816	2.80299e+06	160016	66863.1	254130	10900.1	887956	39097.6	53868.9	44765.6	1.77403e+06	61018.9	30226.4	25930.5	484505	2151.12
Xalvarezi	Xnezahuacoyotl	Xcortezi	13.6266	0	-0.0278253	2.80299e+06	66863.1	160016	254130	10900.1	887956	44765.6	30226.4	39097.6	1.77403e+06	25930.5	53868.9	61018.9	484505	2151.12
Xalvarezi	Xcortezi	Xnigrensis	41.1538	0	0.120681	2.55464e+06	394894	58313.4	217232	15937.9	775451	62135.5	102926	83421.5	1.61146e+06	144532	24535.2	23482.2	411034	2941.25
Xalvarezi	Xnigrensis	Xcortezi	35.5057	0	-0.189167	2.55464e+06	58313.4	394894	217232	15937.9	775451	83421.5	24535.2	62135.5	1.61146e+06	23482.2	102926	144532	411034	2941.25
Xalvarezi	Xcortezi	Xpygmaeus	15.1215	0	0.0193364	2.93485e+06	41369.7	88016.9	278692	4841.5	978054	25244.3	17281.4	30241.7	1.87105e+06	18187.2	43559.8	34353.9	542180	2031.62
Xalvarezi	Xpygmaeus	Xcortezi	14.8234	0	-0.0205271	2.93485e+06	88016.9	41369.7	278692	4841.5	978054	30241.7	43559.8	25244.3	1.87105e+06	34353.9	17281.4	18187.2	542180	2031.62
Xalvarezi	Xcortezi	Xsignum	20.7078	0	-0.036951	2.93097e+06	42980.8	99553.8	260236	4953.25	948916	38707.9	26147.9	30813.9	1.86319e+06	18667.9	45023.4	42974.4	517466	3047.5
Xalvarezi	Xsignum	Xcortezi	21.4457	0	0.0332637	2.93097e+06	99553.8	42980.8	260236	4953.25	948916	30813.9	45023.4	38707.9	1.86319e+06	42974.4	26147.9	18667.9	517466	3047.5
Xalvarezi	Xcortezi	Xvariatus	8.57635	0	0.0181059	2.83198e+06	129604	82875.6	236624	8123.88	882257	42498.6	51897.4	46078.2	1.7721e+06	57373.8	36078.1	33137.2	462157	2899.5
Xalvarezi	Xvariatus	Xcortezi	8.4182	0	-0.0191459	2.83198e+06	82875.6	129604	236624	8123.88	882257	46078.2	36078.1	42498.6	1.7721e+06	33137.2	51897.4	57373.8	462157	2899.5
Xalvarezi	Xcortezi	Xxiphidium	38.5832	0	0.628349	2.23629e+06	682558	51625.7	128564	19225.1	553512	104358	190575	145284	1.32533e+06	276725	16671.2	20076.5	237104	4003.25
Xcortezi	Xalvarezi	Xxiphidium	-15.7623	1	-2.23309	2.23629e+06	682558	553512	104358	190575	51625.7	128564	19225.1	145284	1.32533e+06	276725	16671.2	237104	20076.5	4003.25
Xalvarezi	Xcouchianus	Xevelynae	0.856224	0.195937	-0.00164374	2.80617e+06	68901.7	151225	253251	12198.8	887470	41343.8	25216.6	40996	1.77172e+06	27110.5	56350.2	58708.6	482919	2266.75
Xalvarezi	Xevelynae	Xcouchianus	0.857629	0.195549	0.00163568	2.80617e+06	151225	68901.7	253251	12198.8	887470	40996	56350.2	41343.8	1.77172e+06	58708.6	25216.6	27110.5	482919	2266.75
Xalvarezi	Xcouchianus	Xgordoni	26.9245	0	0.0634144	2.62228e+06	236081	107053	232755	26725.5	792443	49563.4	61882.6	61966.9	1.63912e+06	88598.1	37393	39269.4	421113	2186.25
Xalvarezi	Xgordoni	Xcouchianus	25.1015	0	-0.0783129	2.62228e+06	107053	236081	232755	26725.5	792443	61966.9	37393	49563.4	1.63912e+06	39269.4	61882.6	88598.1	421113	2186.25
Xalvarezi	Xcouchianus	Xhellerii	28.0091	0	-0.10793	2.74842e+06	115921	162741	210008	11713.4	804807	64023	52987.6	49801.7	1.71052e+06	47295.2	54662.8	67503	410519	3135.62
Xalvarezi	Xhellerii	Xcouchianus	30.7377	0	0.0815312	2.74842e+06	162741	115921	210008	11713.4	804807	49801.7	54662.8	64023	1.71052e+06	67503	52987.6	47295.2	410519	3135.62
Xalvarezi	Xcouchianus	Xmalinche_CHIC2	2.35376	0.00929241	0.00540578	2.79459e+06	81757.9	170496	240797	9200.38	878281	48852.3	30715.1	49895.6	1.76023e+06	33525.9	66688.8	68501	469530	3160.5
Xalvarezi	Xmalinche_CHIC2	Xcouchianus	2.34096	0.00961704	-0.00549489	2.79459e+06	170496	81757.9	240797	9200.38	878281	49895.6	66688.8	48852.3	1.76023e+06	68501	30715.1	33525.9	469530	3160.5
Xalvarezi	Xcouchianus	Xmayae	18.7182	0	-0.0420536	2.87296e+06	13890.2	193543	254337	4113	930149	50246.5	8951.88	42010.1	1.8255e+06	7631.5	78935.2	81607.6	507006	3331.5
Xalvarezi	Xmayae	Xcouchianus	19.4736	0	0.0373424	2.87296e+06	193543	13890.2	254337	4113	930149	42010.1	78935.2	50246.5	1.8255e+06	81607.6	8951.88	7631.5	507006	3331.5
Xalvarezi	Xcouchianus	Xmeyeri	0.353391	0.361898	-0.000602561	2.81979e+06	55876.1	142553	263186	12723.4	897927	37139.7	20750.6	37003.6	1.78353e+06	21085.1	54355.8	54906.5	492999	1557.75
Xalvarezi	Xmeyeri	Xcouchianus	0.353604	0.361818	0.000601474	2.81979e+06	142553	55876.1	263186	12723.4	897927	37003.6	54355.8	37139.7	1.78353e+06	54906.5	20750.6	21085.1	492999	1557.75
Xalvarezi	Xcouchianus	Xmilleri	24.4024	0	0.0792825	2.546e+06	305426	111930	206099	27716.6	735461	62440.8	85198.5	74811.1	1.57852e+06	115565	36285	41538	377506	3056
Xalvarezi	Xmilleri	Xcouchianus	22.3011	0	-0.104024	2.546e+06	111930	305426	206099	27716.6	735461	74811.1	36285	62440.8	1.57852e+06	41538	85198.5	115565	377506	3056
Xalvarezi	Xcouchianus	Xmonticolus	27.9268	0	0.146885	2.40480e+06	434065	104551	171056	32457.6	642850	80402.8	122166	96010.9	1.47006e+06	165145	29342.2	39458.2	310441	3781.25
Xalvarezi	Xmonticolus	Xcouchianus	23.1185	0	-0.262601	2.40480e+06	104551	434065	171056	32457.6	642850	96010.9	29342.2	80402.8	1.47006e+06	39458.2	122166	165145	310441	3781.25
Xalvarezi	Xcouchianus	Xmontezumae	3.40737	0.000328008	0.00857153	2.75558e+06	113276	156417	228486	13118.1	843475	50592.6	41308.2	52130.6	1.721e+06	48046	56889.8	61410.5	441509	3126.62
Xalvarezi	Xmontezumae	Xcouchianus	3.37791	0.000365242	-0.00879776	2.75558e+06	156417	113276	228486	13118.1	843475	52130.6	56889.8	50592.6	1.721e+06	61410.5	41308.2	48046	441509	3126.62
Xalvarezi	Xcouchianus	Xmultilineatus	5.5739	1.24873e-08	0.0116725	2.79483e+06	80534.1	160107	244937	12514.9	883195	44439.9	27279.6	46807.8	1.76049e+06	33415	60894	63130.5	474853	3135.38
Xalvarezi	Xmultilineatus	Xcouchianus	5.50807	1.81841e-08	-0.012096	2.79483e+06	160107	80534.1	244937	12514.9	883195	46807.8	60894	44439.9	1.76049e+06	63130.5	27279.6	33415	474853	3135.38
Xalvarezi	Xcouchianus	Xnezahuacoyotl	5.78614	3.61209e-09	0.0144351	2.71744e+06	149906	143897	231317	18282.8	831844	51308.8	47698.9	53945.3	1.70552e+06	57188.5	51617.8	56696.4	442257	3317.62
Xalvarezi	Xnezahuacoyotl	Xcouchianus	5.7014	5.95861e-09	-0.0150885	2.71744e+06	143897	149906	231317	18282.8	831844	53945.3	51617.8	51308.8	1.70552e+06	56696.4	47698.9	57188.5	442257	3317.62
Xalvarezi	Xcouchianus	Xnigrensis	33.0663	0	0.132658	2.46806e+06	385644	136207	194524	21835.9	716050	75287.1	98585.2	93524.2	1.5414e+06	140801	47773.4	54329.8	366167	3758.75
Xalvarezi	Xnigrensis	Xcouchianus	28.0088	0	-0.220354	2.46806e+06	136207	385644	194524	21835.9	716050	93524.2	47773.4	75287.1	1.5414e+06	54329.8	98585.2	140801	366167	3758.75
Xalvarezi	Xcouchianus	Xpygmaeus	4.68785	1.38205e-06	0.00939771	2.83754e+06	43356.1	177148	250010	6983.75	910880	43204.5	17412.2	45166.4	1.79246e+06	19668	71256	70426.9	490396	3099.12
Xalvarezi	Xpygmaeus	Xcouchianus	4.64337	1.71569e-06	-0.00967034	2.83754e+06	177148	43356.1	250010	6983.75	910880	45166.4	71256	43204.5	1.79246e+06	70426.9	17412.2	19668	490396	3099.12
Xalvarezi	Xcouchianus	Xsignum	24.0865	0	-0.0606533	2.84122e+06	37869.4	181587	240837	6305	891879	52121.1	22083.9	41329.4	1.79418e+06	16372.4	68387	75408.9	477456	3099.5
Xalvarezi	Xsignum	Xcouchianus	25.4638	0	0.0513159	2.84122e+06	181587	37869.4	240837	6305	891879	41329.4	68387	52121.1	1.79418e+06	75408.9	22083.9	16372.4	477456	3099.5
Xalvarezi	Xcouchianus	Xvariatus	1.27968	0.100329	0.00312609	2.75907e+06	107650	148067	230958	12595	836508	49371.5	43095.1	49940.9	1.7181e+06	46730.6	54816	57111.6	436002	2204.75
Xalvarezi	Xvariatus	Xcouchianus	1.27567	0.101037	-0.00315569	2.75907e+06	148067	107650	230958	12595	836508	49940.9	54816	49371.5	1.7181e+06	57111.6	43095.1	46730.6	436002	2204.75
Xalvarezi	Xcouchianus	Xxiphidium	46.9442	0	0.540743	2.18619e+06	636698	92910	132686	34523.2	525654	100516	171303	138393	1.29015e+06	254732	24978.4	32661.9	225748	3743.5
Xcouchianus	Xalvarezi	Xxiphidium	-7.07417	1	-0.215703	2.18619e+06	636698	525654	100516	171303	92910	132686	34523.2	138393	1.29015e+06	254732	24978.4	225748	32661.9	3743.5
Xalvarezi	Xevelynae	Xgordoni	28.0937	0	0.0619918	2.68329e+06	267427	56075.8	240537	17687.1	841379	47628.6	75755.9	60377.7	1.68904e+06	102303	20134.9	21373.6	453269	2631.25
